id,catégorie,sous_catégorie,marque,modèle,processeur,carte_graphique,mémoire_ram_go,stockage_go,type_stockage,écran_pouces,prix_cad,note_clients_sur_5,poids_kg,stock_disponible,couleur,système,réseau,ports_usb,année_modèle,description,pays,devise,date_génération
1986,Ordinateur de bureau,Extrême,Alienware,m16 717-A24-SE,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,48,1000,SSD SATA,0,3044.87,3.7,4.58,31,blanc,Windows 11 Famille,Wi‑Fi 7,9,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1987,Portable de gaming,Milieu de gamme,Alienware,m16 468-D80,Intel Core i7-13700F,AMD Radeon RX 7700 XT,16,512,SSD SATA,15.6,1541.37,5,2.66,37,noir,Windows 11 Pro,Wi‑Fi 7,3,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1988,Ordinateur de bureau,Haut de gamme,HP,Pavilion Gaming 987-C39,Intel Core i5-13400F,NVIDIA GeForce RTX 4070,64,512,SSD NVMe,0,2791.86,3.7,13.43,39,argent,Windows 11 Famille,Wi‑Fi 6,8,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1989,Portable de gaming,Extrême,Acer,Predator Orion 169-E62-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,24,2000,SSD SATA,16,2901.33,5,2.39,56,noir,Windows 11 Famille,Wi‑Fi 6,3,2025,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1990,Portable de gaming,Entrée de gamme,Lenovo,LOQ 603-E33,AMD Ryzen 5 7600,AMD Radeon RX 7600,8,2000,SSD NVMe,16,1244.01,4.4,2.48,19,gris,Windows 11 Pro,Wi‑Fi 7,7,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1991,Ordinateur de bureau,Haut de gamme,Razer,Blade 16 337-C65-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,48,256,SSD NVMe,0,2017.87,4,8.61,36,gris,Windows 11 Famille,Wi‑Fi 6,11,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1992,Ordinateur de bureau,Extrême,Razer,Blade 18 490-D84-SE,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,48,1000,SSD NVMe,0,3144.73,4.9,8.82,19,argent,Windows 11 Pro,Wi‑Fi 7,7,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1993,Ordinateur de bureau,Milieu de gamme,Razer,Blade 16 136-C29-Max,Intel Core i5-13400F,AMD Radeon RX 7700 XT,16,512,SSD SATA,0,1545.59,5,9.29,34,noir,Windows 11 Pro,Wi‑Fi 7,10,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1994,Portable de gaming,Haut de gamme,Acer,Predator Helios 988-D58-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,32,2000,SSD NVMe,15.6,2163.38,4.4,2.24,29,argent,Windows 11 Pro,Wi‑Fi 6E,4,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1995,Ordinateur de bureau,Extrême,Gigabyte,AERO 129-B29-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4090,48,512,SSD SATA,0,4262.47,4.4,7.54,0,noir/rouge,Windows 11 Famille,Wi‑Fi 6,9,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4090; parfait pour l'esport.,Canada,CAD,2025-10-06
1996,Portable de gaming,Haut de gamme,Razer,Blade 15 372-C91-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,24,2000,SSD NVMe,17.3,1936.24,4.4,2.13,53,blanc,Windows 11 Pro,Wi‑Fi 7,4,2025,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1997,Ordinateur de bureau,Extrême,MSI,Raider 318-C77-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,16,256,HDD,0,3660.19,4.5,11.21,19,noir/rouge,Windows 11 Famille,Wi‑Fi 7,6,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4090; parfait pour l'esport.,Canada,CAD,2025-10-06
1998,Ordinateur de bureau,Haut de gamme,Acer,Predator Orion 935-D12-Pro,Intel Core i7-13700F,AMD Radeon RX 7900 XT,24,256,SSD SATA,0,2564.07,5,11.47,24,gris,Windows 11 Pro,Wi‑Fi 6E,9,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 256 Go SSD SATA, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1999,Portable de gaming,Milieu de gamme,Razer,Blade 18 692-D68-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,8,2000,SSD NVMe,17.3,1308.12,4,3.16,58,gris,Windows 11 Famille,Wi‑Fi 7,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2000,Portable de gaming,Extrême,Alienware,Aurora R16 338-E60-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,48,256,SSD NVMe,16,4141.45,5,2.63,56,noir/rouge,Windows 11 Pro,Wi‑Fi 7,3,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
2001,Portable de gaming,Haut de gamme,Lenovo,Legion Pro 828-B89-X,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4070,24,4000,SSD NVMe,16,2327.5,4.3,2.49,35,noir,Windows 11 Pro,Wi‑Fi 6,4,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
2002,Portable de gaming,Haut de gamme,Acer,Predator Helios 368-C84-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,24,512,SSD NVMe,15.6,2393.84,4.5,3.01,47,noir/rouge,Windows 11 Famille,Wi‑Fi 7,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2003,Portable de gaming,Milieu de gamme,Lenovo,Legion Pro 231-A38,Intel Core i7-13700F,AMD Radeon RX 7600,48,256,SSD NVMe,15.6,1787.9,4.3,2.37,31,noir,Windows 11 Pro,Wi‑Fi 6E,6,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2004,Ordinateur de bureau,Haut de gamme,Lenovo,Legion Pro 534-E89-Pro,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,8,256,SSD NVMe,0,2029.4,4.2,10.16,45,gris,Windows 11 Famille,Wi‑Fi 6,8,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
2005,Ordinateur de bureau,Extrême,HP,OMEN 513-D12-Pro,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4090,32,512,SSD NVMe,0,3947.68,5,8.3,39,blanc,Windows 11 Pro,Wi‑Fi 6E,7,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2006,Portable de gaming,Milieu de gamme,Dell,XPS Gaming 783-C55-SE,Intel Core i9-13900KF,AMD Radeon RX 7600,24,4000,SSD NVMe,16,1712.92,3.5,1.55,10,gris,Windows 11 Pro,Wi‑Fi 7,4,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
2007,Portable de gaming,Haut de gamme,Acer,Predator Orion 553-A48,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,48,512,SSD NVMe,15.6,1919.18,3.8,1.24,25,noir/rouge,Windows 11 Famille,Wi‑Fi 7,4,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
2008,Portable de gaming,Extrême,MSI,Aegis 760-E30-SE,Intel Core i5-13400F,NVIDIA GeForce RTX 4090,64,1000,SSD NVMe,15.6,4594.51,4.2,1.85,47,noir,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2009,Portable de gaming,Extrême,HP,Pavilion Gaming 427-B17-Pro,Intel Core i5-13400F,AMD Radeon RX 7900 XT,64,512,SSD NVMe,16,3256.13,4.2,3.06,54,blanc,Windows 11 Pro,Wi‑Fi 6,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2010,Portable de gaming,Haut de gamme,Razer,Blade 15 158-B56-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,64,256,SSD SATA,17.3,2668.8,4.4,1.88,58,noir,Windows 11 Pro,Wi‑Fi 7,3,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
2011,Ordinateur de bureau,Extrême,Lenovo,Legion 396-A83-X,Intel Core i7-13700F,AMD Radeon RX 7900 XT,64,256,SSD SATA,0,3348.37,3.7,9.89,39,noir/rouge,Windows 11 Pro,Wi‑Fi 7,8,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2012,Portable de gaming,Extrême,Gigabyte,AERO 696-E17-Pro,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,32,4000,HDD,15.6,2997.87,4.1,2.88,14,argent,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 4000 Go HDD, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2013,Ordinateur de bureau,Haut de gamme,MSI,Katana 708-A24-SE,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,64,512,SSD NVMe,0,2497.03,3.9,6.62,7,blanc,Windows 11 Pro,Wi‑Fi 6,8,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
2014,Ordinateur de bureau,Extrême,Alienware,Aurora R16 572-D79-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,16,1000,SSD SATA,0,3623.29,4.1,9.23,31,argent,Windows 11 Famille,Wi‑Fi 6,7,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2015,Ordinateur de bureau,Extrême,ASUS,TUF Gaming 185-B15-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,24,4000,SSD NVMe,0,3046.27,4.5,10.74,10,bleu,Windows 11 Famille,Wi‑Fi 7,7,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2016,Ordinateur de bureau,Haut de gamme,ASUS,ROG G15 409-C30-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,64,4000,SSD SATA,0,2715.32,3.6,10.82,39,noir,Windows 11 Famille,Wi‑Fi 7,8,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
2017,Ordinateur de bureau,Haut de gamme,Dell,XPS Gaming 844-B22-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,32,2000,SSD NVMe,0,2390.33,5,7.86,38,blanc,Windows 11 Famille,Wi‑Fi 6,8,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
2018,Portable de gaming,Haut de gamme,Razer,Blade 18 733-A74,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,8,1000,SSD SATA,15.6,2362.4,4.9,2.51,35,argent,Windows 11 Famille,Wi‑Fi 6,4,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2019,Ordinateur de bureau,Extrême,HP,Pavilion Gaming 540-A73-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,32,1000,SSD NVMe,0,4078.2,3.4,8.64,27,gris,Windows 11 Pro,Wi‑Fi 7,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2020,Ordinateur de bureau,Haut de gamme,Gigabyte,AORUS 177-D36-X,Intel Core i5-13400F,AMD Radeon RX 7900 XT,16,2000,HDD,0,2560.56,4.6,10.25,45,noir,Windows 11 Famille,Wi‑Fi 7,10,2025,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
2021,Portable de gaming,Milieu de gamme,Dell,Inspiron Gaming 967-A34-Max,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,32,512,SSD NVMe,16,1539.67,4.1,2.22,36,noir,Windows 11 Famille,Wi‑Fi 6E,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2022,Portable de gaming,Extrême,HP,Victus 983-D60-SE,Intel Core i7-13700F,AMD Radeon RX 7900 XT,64,512,HDD,15.6,3133.1,3.4,1.92,20,noir,Windows 11 Pro,Wi‑Fi 6,5,2024,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
2023,Portable de gaming,Extrême,Dell,Inspiron Gaming 900-A84,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,64,256,SSD NVMe,15.6,3401.77,3.9,2.68,37,gris,Windows 11 Famille,Wi‑Fi 6,4,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
2024,Portable de gaming,Milieu de gamme,Dell,Inspiron Gaming 400-C99-Max,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,16,4000,SSD SATA,15.6,1601.97,4.4,2.46,64,bleu,Windows 11 Pro,Wi‑Fi 7,4,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2025,Portable de gaming,Haut de gamme,Gigabyte,AORUS 637-C79-X,Intel Core i7-13700F,AMD Radeon RX 7700 XT,24,4000,HDD,17.3,2068.93,4.6,2.96,27,noir,Windows 11 Pro,Wi‑Fi 6,6,2025,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
2026,Portable de gaming,Extrême,Alienware,m16 418-E31-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,32,4000,SSD NVMe,15.6,4390.46,4.2,1.54,0,argent,Windows 11 Pro,Wi‑Fi 6E,4,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4090; parfait pour l'esport.,Canada,CAD,2025-10-06
2027,Portable de gaming,Extrême,Acer,Predator Helios 117-A43-SE,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,32,1000,SSD NVMe,16,2911.95,4.4,2.04,37,bleu,Windows 11 Pro,Wi‑Fi 6E,2,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2028,Ordinateur de bureau,Milieu de gamme,HP,OMEN 336-D21-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,8,2000,SSD NVMe,0,1887.51,3.9,13.82,0,blanc,Windows 11 Pro,Wi‑Fi 6E,9,2023,PC de jeu puissant avec processeur AMD Ryzen 5 7600 et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
2029,Ordinateur de bureau,Haut de gamme,HP,Victus 409-A75-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,24,1000,SSD SATA,0,2540.42,4,5.23,22,bleu,Windows 11 Famille,Wi‑Fi 6,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2030,Portable de gaming,Milieu de gamme,Lenovo,LOQ 170-A63-Max,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,24,2000,HDD,15.6,1704.63,4.3,2.09,25,noir,Windows 11 Famille,Wi‑Fi 7,5,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
2031,Ordinateur de bureau,Extrême,Alienware,Aurora R16 901-C53,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,32,1000,HDD,0,2956.68,4.6,13.92,24,bleu,Windows 11 Pro,Wi‑Fi 6,6,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2032,Portable de gaming,Extrême,HP,OMEN 562-A44-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,64,1000,SSD NVMe,16,3520.38,4.8,2.37,10,bleu,Windows 11 Pro,Wi‑Fi 6E,6,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2033,Ordinateur de bureau,Milieu de gamme,Alienware,m16 336-A21,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,16,512,SSD NVMe,0,1457.71,4.3,9.95,33,bleu,Windows 11 Famille,Wi‑Fi 6E,9,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2034,Portable de gaming,Milieu de gamme,HP,Pavilion Gaming 807-A93-X,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,16,2000,SSD SATA,15.6,1667.59,3.6,2.61,23,bleu,Windows 11 Famille,Wi‑Fi 6E,7,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 2000 Go SSD SATA, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2035,Portable de gaming,Milieu de gamme,MSI,Codex 364-A87-X,AMD Ryzen 5 7600,AMD Radeon RX 7700 XT,24,256,SSD NVMe,15.6,1488.12,3.6,2.14,30,noir,Windows 11 Pro,Wi‑Fi 6,5,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2036,Ordinateur de bureau,Extrême,HP,Pavilion Gaming 293-D69-Pro,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4090,16,2000,HDD,0,3821.61,3.7,8.61,18,noir/rouge,Windows 11 Pro,Wi‑Fi 6,7,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4090; parfait pour l'esport.,Canada,CAD,2025-10-06
2037,Portable de gaming,Milieu de gamme,Dell,XPS Gaming 727-D64-Pro,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,8,2000,SSD SATA,17.3,1805.27,4.7,2.93,49,argent,Windows 11 Pro,Wi‑Fi 6E,4,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
2038,Portable de gaming,Haut de gamme,Razer,Blade 15 214-D18,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,24,1000,SSD NVMe,17.3,1933.41,4.6,2.61,16,bleu,Windows 11 Pro,Wi‑Fi 6,4,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2039,Ordinateur de bureau,Haut de gamme,ASUS,ROG G15 664-B30-X,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,48,2000,SSD SATA,0,2141.74,4.9,8.99,19,noir,Windows 11 Famille,Wi‑Fi 6,5,2024,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
2040,Portable de gaming,Extrême,Gigabyte,AERO 228-E46,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,32,256,SSD SATA,15.6,3714.81,4.6,2.57,13,bleu,Windows 11 Pro,Wi‑Fi 6E,3,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2041,Portable de gaming,Extrême,ASUS,ROG Zephyrus 740-B50-X,Intel Core i7-13700F,AMD Radeon RX 7900 XT,48,512,SSD NVMe,16,2802.02,4.8,2.44,24,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,6,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2042,Portable de gaming,Extrême,Razer,Blade 15 149-B63-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4080,64,2000,HDD,16,3628.77,5,1.79,35,gris,Windows 11 Famille,Wi‑Fi 7,8,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
2043,Ordinateur de bureau,Haut de gamme,ASUS,ROG G15 791-E86,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060,32,4000,SSD NVMe,0,2289.69,4.1,8.24,43,noir,Windows 11 Famille,Wi‑Fi 6E,8,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2044,Ordinateur de bureau,Extrême,HP,Victus 205-E74,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,24,1000,SSD NVMe,0,3929.88,4.2,11.29,41,argent,Windows 11 Pro,Wi‑Fi 7,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2045,Portable de gaming,Milieu de gamme,Razer,Blade 18 827-B40-Pro,AMD Ryzen 9 7950X3D,AMD Radeon RX 7700 XT,32,1000,SSD NVMe,17.3,1828.7,4.8,3.14,21,noir,Windows 11 Famille,Wi‑Fi 6E,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2046,Portable de gaming,Extrême,ASUS,TUF Gaming 348-B52-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,64,4000,SSD SATA,17.3,2825.21,4.4,1.2,27,blanc,Windows 11 Famille,Wi‑Fi 6E,5,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
2047,Portable de gaming,Milieu de gamme,MSI,Codex 781-D62-Max,Intel Core i7-13700F,AMD Radeon RX 7600,32,1000,HDD,15.6,1540.8,4.7,2.52,34,bleu,Windows 11 Famille,Wi‑Fi 7,3,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 1000 Go HDD, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
2048,Portable de gaming,Entrée de gamme,ASUS,ROG G15 512-E27-Pro,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060,8,512,SSD NVMe,17.3,1070.29,4.7,2.77,18,blanc,Windows 11 Famille,Wi‑Fi 6,6,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
2049,Portable de gaming,Extrême,Razer,Blade 15 746-E63-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,32,4000,SSD NVMe,15.6,3079.41,4.5,2.47,39,bleu,Windows 11 Famille,Wi‑Fi 7,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2050,Portable de gaming,Extrême,Razer,Blade 16 258-D72-SE,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,32,512,SSD NVMe,16,3757.33,5,2.76,26,gris,Windows 11 Pro,Wi‑Fi 7,7,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2051,Ordinateur de bureau,Extrême,Alienware,x16 236-D70-Max,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,8,4000,SSD NVMe,0,3000.18,4.1,-1.01,12,bleu,Windows 11 Pro,Wi‑Fi 6E,10,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
2052,Portable de gaming,Milieu de gamme,Dell,G15 298-C52,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,16,2000,HDD,16,1484.78,4.7,2.34,1,noir,Windows 11 Famille,Wi‑Fi 6,4,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 2000 Go HDD, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
2053,Ordinateur de bureau,Milieu de gamme,HP,Victus 480-D38-X,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,8,2000,SSD SATA,0,1671.7,4.7,7.27,34,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,9,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
2054,Ordinateur de bureau,Extrême,ASUS,ROG G15 451-B92-SE,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4090,64,2000,SSD NVMe,0,4735.36,4.1,8.14,28,blanc,Windows 11 Famille,Wi‑Fi 7,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
